	entry_ac	go_id	go_descr
146890	P07947	0010827	regulation of glucose transmembrane transport
146891	P07947	0043114	regulation of vascular permeability
146892	P07947	0031295	T cell costimulation
146893	P07947	0007169	transmembrane receptor protein tyrosine kinase signaling pathway
147267	P30511	0009986	cell surface
147268	P30511	0031901	early endosome membrane
147269	P30511	0005783	endoplasmic reticulum
147270	P30511	0012507	ER to Golgi transport vesicle membrane
147271	P30511	0009897	external side of plasma membrane
147272	P30511	0005615	extracellular space
147273	P30511	0000139	Golgi membrane
147274	P30511	0071556	integral component of lumenal side of endoplasmic reticulum membrane
147275	P30511	0005765	lysosomal membrane
147276	P30511	0016020	membrane
147277	P30511	0042612	MHC class I protein complex
147278	P30511	0032398	MHC class Ib protein complex
147279	P30511	0030670	phagocytic vesicle membrane
147280	P30511	0005886	plasma membrane
147281	P30511	0055038	recycling endosome membrane
147282	P30511	0071889	14-3-3 protein binding
147283	P30511	0030881	beta-2-microglobulin binding
147284	P30511	0042605	peptide antigen binding
147285	P30511	0046978	TAP1 binding
147286	P30511	0046979	TAP2 binding
147287	P30511	0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib
147288	P30511	0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
147289	P30511	0002480	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent
147290	P30511	0002477	antigen processing and presentation of exogenous peptide antigen via MHC class Ib
147291	P30511	0002474	antigen processing and presentation of peptide antigen via MHC class I
147292	P30511	0060333	interferon-gamma-mediated signaling pathway
147293	P30511	0002728	negative regulation of natural killer cell cytokine production
147294	P30511	0043322	negative regulation of natural killer cell degranulation
147295	P30511	0045953	negative regulation of natural killer cell mediated cytotoxicity
147296	P30511	1901215	negative regulation of neuron death
147297	P30511	0002725	negative regulation of T cell cytokine production
147298	P30511	0002729	positive regulation of natural killer cell cytokine production
147299	P30511	0043323	positive regulation of natural killer cell degranulation
147300	P30511	0001916	positive regulation of T cell mediated cytotoxicity
147301	P30511	0050776	regulation of immune response
147302	P30511	0060337	type I interferon signaling pathway
147959	Q92831	0031672	A band
147960	Q92831	0042641	actomyosin
147961	Q92831	0005671	Ada2/Gcn5/Ada3 transcription activator complex
147962	Q92831	0005813	centrosome
147963	Q92831	0031674	I band
147964	Q92831	0000776	kinetochore
147965	Q92831	0005654	nucleoplasm
147966	Q92831	0005634	nucleus
147967	Q92831	0000125	PCAF complex
147968	Q92831	0032991	protein-containing complex
147969	Q92831	0016407	acetyltransferase activity
147970	Q92831	0003682	chromatin binding
147971	Q92831	0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity
147972	Q92831	0004145	diamine N-acetyltransferase activity
147973	Q92831	0004402	histone acetyltransferase activity
147974	Q92831	0042826	histone deacetylase binding
147975	Q92831	0004468	lysine N-acetyltransferase activity, acting on acetyl phosphate as donor
147976	Q92831	0061733	peptide-lysine-N-acetyltransferase activity
147977	Q92831	0019901	protein kinase binding
147978	Q92831	0000977	RNA polymerase II regulatory region sequence-specific DNA binding
147979	Q92831	0003713	transcription coactivator activity
147980	Q92831	0003712	transcription coregulator activity
147981	Q92831	0008134	transcription factor binding
147982	Q92831	0007050	cell cycle arrest
147983	Q92831	0032869	cellular response to insulin stimulus
147984	Q92831	0006338	chromatin remodeling
147985	Q92831	0007507	heart development
147986	Q92831	0043966	histone H3 acetylation
147987	Q92831	0043970	histone H3-K9 acetylation
147988	Q92831	0018393	internal peptidyl-lysine acetylation
147989	Q92831	0060173	limb development
147990	Q92831	0018076	N-terminal peptidyl-lysine acetylation
147991	Q92831	0008285	negative regulation of cell population proliferation
147992	Q92831	0046600	negative regulation of centriole replication
147993	Q92831	0007219	Notch signaling pathway
147994	Q92831	0018394	peptidyl-lysine acetylation
147995	Q92831	0045815	positive regulation of gene expression, epigenetic
147996	Q92831	0035948	positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter
147997	Q92831	0045747	positive regulation of Notch signaling pathway
147998	Q92831	0045944	positive regulation of transcription by RNA polymerase II
147999	Q92831	0007221	positive regulation of transcription of Notch receptor target
148000	Q92831	0006473	protein acetylation
148001	Q92831	0016579	protein deubiquitination
148002	Q92831	0045652	regulation of megakaryocyte differentiation
148003	Q92831	0010835	regulation of protein ADP-ribosylation
148004	Q92831	0048511	rhythmic process
148005	Q92831	0006367	transcription initiation from RNA polymerase II promoter
148006	Q92831	0016032	viral process
148014	P04233	0009986	cell surface
148015	P04233	0030669	clathrin-coated endocytic vesicle membrane
148016	P04233	0005737	cytoplasm
148017	P04233	0030666	endocytic vesicle membrane
148018	P04233	0012507	ER to Golgi transport vesicle membrane
148019	P04233	0009897	external side of plasma membrane
148020	P04233	0070062	extracellular exosome
148021	P04233	0000139	Golgi membrane
148022	P04233	0071556	integral component of lumenal side of endoplasmic reticulum membrane
148023	P04233	0016021	integral component of membrane
148024	P04233	0043202	lysosomal lumen
148025	P04233	0005765	lysosomal membrane
148026	P04233	0035692	macrophage migration inhibitory factor receptor complex
148027	P04233	0016020	membrane
148028	P04233	0042613	MHC class II protein complex
148029	P04233	0005771	multivesicular body
148030	P04233	0035693	NOS2-CD74 complex
148031	P04233	0005634	nucleus
148032	P04233	0005886	plasma membrane
148033	P04233	0032991	protein-containing complex
148034	P04233	0032588	trans-Golgi network membrane
148035	P04233	0030658	transport vesicle membrane
148036	P04233	0005773	vacuole
148037	P04233	0001540	amyloid-beta binding
148038	P04233	0042609	CD4 receptor binding
148039	P04233	0019955	cytokine binding
148040	P04233	0004896	cytokine receptor activity
148041	P04233	0042802	identical protein binding
148042	P04233	0035718	macrophage migration inhibitory factor binding
148043	P04233	0042289	MHC class II protein binding
148044	P04233	0042658	MHC class II protein binding, via antigen binding groove
148045	P04233	0023026	MHC class II protein complex binding
148046	P04233	0050998	nitric-oxide synthase binding
148047	P04233	0044183	protein folding chaperone
148048	P04233	0000187	activation of MAPK activity
148049	P04233	0019883	antigen processing and presentation of endogenous antigen
148050	P04233	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
148051	P04233	0008283	cell population proliferation
148052	P04233	0051085	chaperone cofactor-dependent protein refolding
148053	P04233	0006952	defense response
148054	P04233	0016064	immunoglobulin mediated immune response
148055	P04233	0006886	intracellular protein transport
148056	P04233	0050900	leukocyte migration
148057	P04233	0035691	macrophage migration inhibitory factor signaling pathway
148058	P04233	0043066	negative regulation of apoptotic process
148059	P04233	0030336	negative regulation of cell migration
148060	P04233	0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator
148061	P04233	1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator
148062	P04233	0002906	negative regulation of mature B cell apoptotic process
148063	P04233	0002792	negative regulation of peptide secretion
148064	P04233	0045581	negative regulation of T cell differentiation
148065	P04233	0045060	negative thymic T cell selection
148066	P04233	0030890	positive regulation of B cell proliferation
148067	P04233	2000343	positive regulation of chemokine (C-X-C motif) ligand 2 production
148068	P04233	0045080	positive regulation of chemokine biosynthetic process
148069	P04233	0001961	positive regulation of cytokine-mediated signaling pathway
148070	P04233	0002606	positive regulation of dendritic cell antigen processing and presentation
148071	P04233	0070374	positive regulation of ERK1 and ERK2 cascade
148072	P04233	0048146	positive regulation of fibroblast proliferation
148073	P04233	0010628	positive regulation of gene expression
148074	P04233	0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
148075	P04233	0045410	positive regulation of interleukin-6 biosynthetic process
148076	P04233	0045416	positive regulation of interleukin-8 biosynthetic process
148077	P04233	0033674	positive regulation of kinase activity
148078	P04233	0060907	positive regulation of macrophage cytokine production
148079	P04233	2000448	positive regulation of macrophage migration inhibitory factor signaling pathway
148080	P04233	0043410	positive regulation of MAPK cascade
148081	P04233	0045657	positive regulation of monocyte differentiation
148082	P04233	0090023	positive regulation of neutrophil chemotaxis
148083	P04233	0050731	positive regulation of peptidyl-tyrosine phosphorylation
148084	P04233	0031394	positive regulation of prostaglandin biosynthetic process
148085	P04233	0001934	positive regulation of protein phosphorylation
148086	P04233	0045582	positive regulation of T cell differentiation
148087	P04233	0045893	positive regulation of transcription, DNA-templated
148088	P04233	0002830	positive regulation of type 2 immune response
148089	P04233	0046598	positive regulation of viral entry into host cell
148090	P04233	0045059	positive thymic T cell selection
148091	P04233	0001516	prostaglandin biosynthetic process
148092	P04233	0051290	protein heterotetramerization
148093	P04233	0070206	protein trimerization
148094	P04233	0065003	protein-containing complex assembly
148095	P04233	0043030	regulation of macrophage activation
148096	P04233	0045058	T cell selection
148097	Q92993	0000123	histone acetyltransferase complex
148098	Q92993	0035267	NuA4 histone acetyltransferase complex
148099	Q92993	0000790	nuclear chromatin
148100	Q92993	0005730	nucleolus
148101	Q92993	0005654	nucleoplasm
148102	Q92993	0005634	nucleus
148103	Q92993	0048471	perinuclear region of cytoplasm
148104	Q92993	0032777	Piccolo NuA4 histone acetyltransferase complex
148105	Q92993	0000812	Swr1 complex
148106	Q92993	0005667	transcription factor complex
148107	Q92993	0016407	acetyltransferase activity
148108	Q92993	0050681	androgen receptor binding
148109	Q92993	0010485	H4 histone acetyltransferase activity
148110	Q92993	0004402	histone acetyltransferase activity
148111	Q92993	0042393	histone binding
148112	Q92993	0046872	metal ion binding
148113	Q92993	0061733	peptide-lysine-N-acetyltransferase activity
148114	Q92993	0070491	repressing transcription factor binding
148115	Q92993	0003713	transcription coactivator activity
148116	Q92993	0030521	androgen receptor signaling pathway
148117	Q92993	1904837	beta-catenin-TCF complex assembly
148118	Q92993	0071392	cellular response to estradiol stimulus
148119	Q92993	0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
148120	Q92993	0000729	DNA double-strand break processing
148121	Q92993	0006260	DNA replication
148122	Q92993	0006302	double-strand break repair
148123	Q92993	0006303	double-strand break repair via nonhomologous end joining
148124	Q92993	0016573	histone acetylation
148125	Q92993	0032703	negative regulation of interleukin-2 production
148126	Q92993	0000122	negative regulation of transcription by RNA polymerase II
148127	Q92993	0045892	negative regulation of transcription, DNA-templated
148128	Q92993	0018394	peptidyl-lysine acetylation
148129	Q92993	0010508	positive regulation of autophagy
148130	Q92993	1901985	positive regulation of protein acetylation
148131	Q92993	0045944	positive regulation of transcription by RNA polymerase II
148132	Q92993	0045893	positive regulation of transcription, DNA-templated
148133	Q92993	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
148134	Q92993	0040008	regulation of growth
148135	Q92993	1901796	regulation of signal transduction by p53 class mediator
148136	Q92993	0010212	response to ionizing radiation
148137	Q92993	0016032	viral process
148435	O43301	0005737	cytoplasm
148436	O43301	0070062	extracellular exosome
148437	O43301	0005634	nucleus
148438	O43301	0005524	ATP binding
148670	P0DMV8	0016235	aggresome
148671	P0DMV8	0072562	blood microparticle
148672	P0DMV8	0005814	centriole
148673	P0DMV8	0005813	centrosome
148674	P0DMV8	0005737	cytoplasm
148675	P0DMV8	0005829	cytosol
148676	P0DMV8	0005783	endoplasmic reticulum
148677	P0DMV8	0070062	extracellular exosome
148678	P0DMV8	0005576	extracellular region
148679	P0DMV8	1904813	ficolin-1-rich granule lumen
148680	P0DMV8	0005925	focal adhesion
148681	P0DMV8	0016234	inclusion body
148682	P0DMV8	0005739	mitochondrion
148683	P0DMV8	0016607	nuclear speck
148684	P0DMV8	0005654	nucleoplasm
148685	P0DMV8	0005634	nucleus
148686	P0DMV8	0048471	perinuclear region of cytoplasm
148687	P0DMV8	0005886	plasma membrane
148688	P0DMV8	0032991	protein-containing complex
148689	P0DMV8	1990904	ribonucleoprotein complex
148690	P0DMV8	0031982	vesicle
148691	P0DMV8	0005524	ATP binding
148692	P0DMV8	0016887	ATPase activity
148693	P0DMV8	0042623	ATPase activity, coupled
148694	P0DMV8	0055131	C3HC4-type RING finger domain binding
148695	P0DMV8	0045296	cadherin binding
148696	P0DMV8	0031249	denatured protein binding
148697	P0DMV8	0097718	disordered domain specific binding
148698	P0DMV8	0019899	enzyme binding
148699	P0DMV8	0001664	G protein-coupled receptor binding
148700	P0DMV8	0031072	heat shock protein binding
148701	P0DMV8	0042826	histone deacetylase binding
148702	P0DMV8	0051787	misfolded protein binding
148703	P0DMV8	0044183	protein folding chaperone
148704	P0DMV8	0047485	protein N-terminus binding
148705	P0DMV8	0003723	RNA binding
148706	P0DMV8	0005102	signaling receptor binding
148707	P0DMV8	0003714	transcription corepressor activity
148708	P0DMV8	0031625	ubiquitin protein ligase binding
148709	P0DMV8	0051082	unfolded protein binding
148710	P0DMV8	0001618	virus receptor activity
148711	P0DMV8	0046034	ATP metabolic process
148712	P0DMV8	0070370	cellular heat acclimation
148713	P0DMV8	0034605	cellular response to heat
148714	P0DMV8	0034599	cellular response to oxidative stress
148715	P0DMV8	0034620	cellular response to unfolded protein
148716	P0DMV8	0051085	chaperone cofactor-dependent protein refolding
148717	P0DMV8	0051131	chaperone-mediated protein complex assembly
148718	P0DMV8	0007041	lysosomal transport
148719	P0DMV8	0006402	mRNA catabolic process
148720	P0DMV8	0043066	negative regulation of apoptotic process
148721	P0DMV8	0060548	negative regulation of cell death
148722	P0DMV8	0030308	negative regulation of cell growth
148723	P0DMV8	0008285	negative regulation of cell population proliferation
148724	P0DMV8	1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
148725	P0DMV8	2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
148726	P0DMV8	0090084	negative regulation of inclusion body assembly
148727	P0DMV8	1901029	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway
148728	P0DMV8	0031397	negative regulation of protein ubiquitination
148729	P0DMV8	0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress
148730	P0DMV8	0030512	negative regulation of transforming growth factor beta receptor signaling pathway
148731	P0DMV8	0043312	neutrophil degranulation
148732	P0DMV8	1902380	positive regulation of endoribonuclease activity
148733	P0DMV8	0045648	positive regulation of erythrocyte differentiation
148734	P0DMV8	0010628	positive regulation of gene expression
148735	P0DMV8	0032757	positive regulation of interleukin-8 production
148736	P0DMV8	0090063	positive regulation of microtubule nucleation
148737	P0DMV8	0051092	positive regulation of NF-kappaB transcription factor activity
148738	P0DMV8	0070434	positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway
148739	P0DMV8	0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
148740	P0DMV8	0033120	positive regulation of RNA splicing
148741	P0DMV8	1903265	positive regulation of tumor necrosis factor-mediated signaling pathway
148742	P0DMV8	0042026	protein refolding
148743	P0DMV8	0050821	protein stabilization
148744	P0DMV8	1900034	regulation of cellular response to heat
148745	P0DMV8	1901673	regulation of mitotic spindle assembly
148746	P0DMV8	0043488	regulation of mRNA stability
148747	P0DMV8	0031396	regulation of protein ubiquitination
148748	P0DMV8	0006986	response to unfolded protein
148749	P0DMV8	0016192	vesicle-mediated transport
148750	P07900	0044295	axonal growth cone
148751	P07900	0009986	cell surface
148752	P07900	0005737	cytoplasm
148753	P07900	0005829	cytosol
148754	P07900	0044294	dendritic growth cone
148755	P07900	0071682	endocytic vesicle lumen
148756	P07900	0070062	extracellular exosome
148757	P07900	0005576	extracellular region
148758	P07900	1904813	ficolin-1-rich granule lumen
148759	P07900	0043202	lysosomal lumen
148760	P07900	0042470	melanosome
148761	P07900	0016020	membrane
148762	P07900	0043209	myelin sheath
148763	P07900	0043025	neuronal cell body
148764	P07900	0005654	nucleoplasm
148765	P07900	0005634	nucleus
148766	P07900	0048471	perinuclear region of cytoplasm
148767	P07900	0005886	plasma membrane
148768	P07900	0032991	protein-containing complex
148769	P07900	0034774	secretory granule lumen
148770	P07900	0005524	ATP binding
148771	P07900	0016887	ATPase activity
148772	P07900	0042623	ATPase activity, coupled
148773	P07900	0097718	disordered domain specific binding
148774	P07900	0070182	DNA polymerase binding
148775	P07900	0051020	GTPase binding
148776	P07900	0042826	histone deacetylase binding
148777	P07900	0042802	identical protein binding
148778	P07900	0023026	MHC class II protein complex binding
148779	P07900	0030235	nitric-oxide synthase regulator activity
148780	P07900	0000166	nucleotide binding
148781	P07900	0044183	protein folding chaperone
148782	P07900	0042803	protein homodimerization activity
148783	P07900	1990782	protein tyrosine kinase binding
148784	P07900	0003723	RNA binding
148785	P07900	0097110	scaffold protein binding
148786	P07900	0048156	tau protein binding
148787	P07900	0030911	TPR domain binding
148788	P07900	0031625	ubiquitin protein ligase binding
148789	P07900	0051082	unfolded protein binding
148790	P07900	0048675	axon extension
148791	P07900	0034605	cellular response to heat
148792	P07900	0021955	central nervous system neuron axonogenesis
148793	P07900	0061684	chaperone-mediated autophagy
148794	P07900	0051131	chaperone-mediated protein complex assembly
148795	P07900	0097711	ciliary basal body-plasma membrane docking
148796	P07900	0051186	cofactor metabolic process
148797	P07900	0019221	cytokine-mediated signaling pathway
148798	P07900	0038128	ERBB2 signaling pathway
148799	P07900	0030010	establishment of cell polarity
148800	P07900	0038096	Fc-gamma receptor signaling pathway involved in phagocytosis
148801	P07900	0000086	G2/M transition of mitotic cell cycle
148802	P07900	0006839	mitochondrial transport
148803	P07900	0043312	neutrophil degranulation
148804	P07900	1903364	positive regulation of cellular protein catabolic process
148805	P07900	0045429	positive regulation of nitric oxide biosynthetic process
148806	P07900	0033138	positive regulation of peptidyl-serine phosphorylation
148807	P07900	0051897	positive regulation of protein kinase B signaling
148808	P07900	0001934	positive regulation of protein phosphorylation
148809	P07900	0032273	positive regulation of protein polymerization
148810	P07900	1902949	positive regulation of tau-protein kinase activity
148811	P07900	0051973	positive regulation of telomerase activity
148812	P07900	0006457	protein folding
148813	P07900	0045040	protein insertion into mitochondrial outer membrane
148814	P07900	0042026	protein refolding
148815	P07900	0050821	protein stabilization
148816	P07900	0043335	protein unfolding
148817	P07900	0006898	receptor-mediated endocytosis
148818	P07900	1903827	regulation of cellular protein localization
148819	P07900	1900034	regulation of cellular response to heat
148820	P07900	0010389	regulation of G2/M transition of mitotic cell cycle
148821	P07900	0050999	regulation of nitric-oxide synthase activity
148822	P07900	0043254	regulation of protein complex assembly
148823	P07900	0031396	regulation of protein ubiquitination
148824	P07900	0046677	response to antibiotic
148825	P07900	0009409	response to cold
148826	P07900	0009408	response to heat
148827	P07900	0006986	response to unfolded protein
148828	P07900	0007165	signal transduction
148829	P07900	1905323	telomerase holoenzyme complex assembly
148830	P07900	0007004	telomere maintenance via telomerase
148831	P07900	0048010	vascular endothelial growth factor receptor signaling pathway
148993	Q8TES7	0030054	cell junction
148994	Q8TES7	0005814	centriole
148995	Q8TES7	0005813	centrosome
148996	Q8TES7	0036064	ciliary basal body
148997	Q8TES7	0097539	ciliary transition fiber
148998	Q8TES7	0005829	cytosol
148999	Q8TES7	0000922	spindle pole
149000	Q8TES7	0043297	apical junction assembly
149001	Q8TES7	0097711	ciliary basal body-plasma membrane docking
149002	Q8TES7	0060271	cilium assembly
149003	Q8TES7	0090162	establishment of epithelial cell polarity
149124	Q8N3Y1	0031467	Cul7-RING ubiquitin ligase complex
149125	Q8N3Y1	0005829	cytosol
149126	Q8N3Y1	0005794	Golgi apparatus
149127	Q8N3Y1	0048471	perinuclear region of cytoplasm
149128	Q8N3Y1	0019005	SCF ubiquitin ligase complex
149129	Q8N3Y1	0008283	cell population proliferation
149130	Q8N3Y1	0007030	Golgi organization
149131	Q8N3Y1	0060716	labyrinthine layer blood vessel development
149132	Q8N3Y1	0050775	positive regulation of dendrite morphogenesis
149133	Q8N3Y1	1901485	positive regulation of transcription factor catabolic process
149134	Q8N3Y1	0043687	post-translational protein modification
149135	Q8N3Y1	0000209	protein polyubiquitination
149136	Q8N3Y1	0016567	protein ubiquitination
149137	Q8N3Y1	0060712	spongiotrophoblast layer development
149138	Q96CD0	0005829	cytosol
149139	Q96CD0	0005634	nucleus
149140	Q96CD0	0019005	SCF ubiquitin ligase complex
149141	Q96CD0	0000086	G2/M transition of mitotic cell cycle
149142	Q96CD0	0043687	post-translational protein modification
149143	Q96CD0	0000209	protein polyubiquitination
149144	Q96CD0	0051726	regulation of cell cycle
149145	Q96CD0	0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process
149291	P35240	0005912	adherens junction
149292	P35240	0045177	apical part of cell
149293	P35240	0044297	cell body
149294	P35240	0032154	cleavage furrow
149295	P35240	0030864	cortical actin cytoskeleton
149296	P35240	0005737	cytoplasm
149297	P35240	0005856	cytoskeleton
149298	P35240	0005829	cytosol
149299	P35240	0005769	early endosome
149300	P35240	0031527	filopodium membrane
149301	P35240	0030027	lamellipodium
149302	P35240	0016020	membrane
149303	P35240	0043005	neuron projection
149304	P35240	0005730	nucleolus
149305	P35240	0005634	nucleus
149306	P35240	0048471	perinuclear region of cytoplasm
149307	P35240	0005886	plasma membrane
149308	P35240	0032587	ruffle membrane
149309	P35240	0003779	actin binding
149310	P35240	0030036	actin cytoskeleton organization
149311	P35240	0045216	cell-cell junction organization
149312	P35240	0007398	ectoderm development
149313	P35240	0021766	hippocampus development
149314	P35240	0070306	lens fiber cell differentiation
149315	P35240	0001707	mesoderm formation
149316	P35240	0030336	negative regulation of cell migration
149317	P35240	0008285	negative regulation of cell population proliferation
149318	P35240	0022408	negative regulation of cell-cell adhesion
149319	P35240	0001953	negative regulation of cell-matrix adhesion
149320	P35240	0043409	negative regulation of MAPK cascade
149321	P35240	0006469	negative regulation of protein kinase activity
149322	P35240	0046426	negative regulation of receptor signaling pathway via JAK-STAT
149323	P35240	0042532	negative regulation of tyrosine phosphorylation of STAT protein
149324	P35240	0042475	odontogenesis of dentin-containing tooth
149325	P35240	0045597	positive regulation of cell differentiation
149326	P35240	0051496	positive regulation of stress fiber assembly
149327	P35240	0042981	regulation of apoptotic process
149328	P35240	0051726	regulation of cell cycle
149329	P35240	0014013	regulation of gliogenesis
149330	P35240	0035330	regulation of hippo signaling
149331	P35240	2000177	regulation of neural precursor cell proliferation
149332	P35240	1900180	regulation of protein localization to nucleus
149333	P35240	0031647	regulation of protein stability
149334	P35240	0072091	regulation of stem cell proliferation
149335	P35240	0014010	Schwann cell proliferation
149647	P14316	0005829	cytosol
149648	P14316	0005925	focal adhesion
149649	P14316	0000790	nuclear chromatin
149650	P14316	0005654	nucleoplasm
149651	P14316	0005634	nucleus
149652	P14316	0003677	DNA binding
149653	P14316	0001228	DNA-binding transcription activator activity, RNA polymerase II-specific
149654	P14316	0003700	DNA-binding transcription factor activity
149655	P14316	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
149656	P14316	0000977	RNA polymerase II regulatory region sequence-specific DNA binding
149657	P14316	0007596	blood coagulation
149658	P14316	0008283	cell population proliferation
149659	P14316	0051607	defense response to virus
149660	P14316	0002376	immune system process
149661	P14316	0060333	interferon-gamma-mediated signaling pathway
149662	P14316	0000122	negative regulation of transcription by RNA polymerase II
149663	P14316	0045944	positive regulation of transcription by RNA polymerase II
149664	P14316	0006355	regulation of transcription, DNA-templated
149665	P14316	0060337	type I interferon signaling pathway
150809	Q9ULI4	0005829	cytosol
150810	Q9ULI4	0005871	kinesin complex
150811	Q9ULI4	0005874	microtubule
150812	Q9ULI4	0005524	ATP binding
150813	Q9ULI4	0008574	ATP-dependent microtubule motor activity, plus-end-directed
150814	Q9ULI4	0008017	microtubule binding
150815	Q9ULI4	0003777	microtubule motor activity
150816	Q9ULI4	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II
150817	Q9ULI4	0048484	enteric nervous system development
150818	Q9ULI4	0007018	microtubule-based movement
150819	Q9ULI4	0009968	negative regulation of signal transduction
150820	Q9ULI4	0001560	regulation of cell growth by extracellular stimulus
150821	Q9ULI4	0006890	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
151241	Q9P286	0005737	cytoplasm
151242	Q9P286	0005739	mitochondrion
151243	Q9P286	0005654	nucleoplasm
151244	Q9P286	0045202	synapse
151245	Q9P286	0005524	ATP binding
151246	Q9P286	0004674	protein serine/threonine kinase activity
151247	Q9P286	0032147	activation of protein kinase activity
151248	Q9P286	0006915	apoptotic process
151249	Q9P286	0016477	cell migration
151250	Q9P286	0008283	cell population proliferation
151251	Q9P286	0007010	cytoskeleton organization
151252	Q9P286	0007612	learning
151253	Q9P286	0007626	locomotory behavior
151254	Q9P286	0007613	memory
151255	Q9P286	2001237	negative regulation of extrinsic apoptotic signaling pathway
151256	Q9P286	0001558	regulation of cell growth
151257	Q9P286	0007165	signal transduction
151258	Q9P286	0023014	signal transduction by protein phosphorylation
151332	P02818	0005737	cytoplasm
151333	P02818	0030425	dendrite
151334	P02818	0005788	endoplasmic reticulum lumen
151335	P02818	0005576	extracellular region
151336	P02818	0005615	extracellular space
151337	P02818	0005796	Golgi lumen
151338	P02818	0043204	perikaryon
151339	P02818	0005791	rough endoplasmic reticulum
151340	P02818	0031982	vesicle
151341	P02818	0005509	calcium ion binding
151342	P02818	0046848	hydroxyapatite binding
151343	P02818	0008147	structural constituent of bone
151344	P02818	0005198	structural molecule activity
151345	P02818	0060348	bone development
151346	P02818	0030282	bone mineralization
151347	P02818	0007155	cell adhesion
151348	P02818	0007569	cell aging
151349	P02818	0071363	cellular response to growth factor stimulus
151350	P02818	0071305	cellular response to vitamin D
151351	P02818	0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
151352	P02818	0042476	odontogenesis
151353	P02818	0001503	ossification
151354	P02818	0002076	osteoblast development
151355	P02818	0001649	osteoblast differentiation
151356	P02818	0030500	regulation of bone mineralization
151357	P02818	0045124	regulation of bone resorption
151358	P02818	1900076	regulation of cellular response to insulin stimulus
151359	P02818	0045670	regulation of osteoclast differentiation
151360	P02818	0014823	response to activity
151361	P02818	0043627	response to estrogen
151362	P02818	0045471	response to ethanol
151363	P02818	0051384	response to glucocorticoid
151364	P02818	0009629	response to gravity
151365	P02818	0033594	response to hydroxyisoflavone
151366	P02818	0009612	response to mechanical stimulus
151367	P02818	0033574	response to testosterone
151368	P02818	0033280	response to vitamin D
151369	P02818	0032571	response to vitamin K
151370	P02818	0010043	response to zinc ion
151371	P02818	0001501	skeletal system development
151425	O75832	0005737	cytoplasm
151426	O75832	0005829	cytosol
151427	O75832	0045111	intermediate filament cytoskeleton
151428	O75832	0005654	nucleoplasm
151429	O75832	0005634	nucleus
151430	O75832	0000502	proteasome complex
151431	O75832	0061629	RNA polymerase II-specific DNA-binding transcription factor binding
151432	O75832	0008134	transcription factor binding
151433	O75832	0031145	anaphase-promoting complex-dependent catabolic process
151434	O75832	0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent
151435	O75832	0006915	apoptotic process
151436	O75832	0007253	cytoplasmic sequestering of NF-kappaB
151437	O75832	0038095	Fc-epsilon receptor signaling pathway
151438	O75832	0070498	interleukin-1-mediated signaling pathway
151439	O75832	0000165	MAPK cascade
151440	O75832	0043066	negative regulation of apoptotic process
151441	O75832	0090090	negative regulation of canonical Wnt signaling pathway
151442	O75832	0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator
151443	O75832	0010972	negative regulation of G2/M transition of mitotic cell cycle
151444	O75832	0043409	negative regulation of MAPK cascade
151445	O75832	0032088	negative regulation of NF-kappaB transcription factor activity
151446	O75832	0090201	negative regulation of release of cytochrome c from mitochondria
151447	O75832	0000122	negative regulation of transcription by RNA polymerase II
151448	O75832	0038061	NIK/NF-kappaB signaling
151449	O75832	0090263	positive regulation of canonical Wnt signaling pathway
151450	O75832	0030307	positive regulation of cell growth
151451	O75832	0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity
151452	O75832	0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process
151453	O75832	0031398	positive regulation of protein ubiquitination
151454	O75832	0043687	post-translational protein modification
151455	O75832	0070682	proteasome regulatory particle assembly
151456	O75832	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
151457	O75832	0016579	protein deubiquitination
151458	O75832	0000209	protein polyubiquitination
