	entry_ac	do_id	name	descr
29096	Q13049	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29104	Q5SXM2	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29106	O15020	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29119	Q9UDY2	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29121	Q9NZ09	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29123	Q7Z333	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29137	P00533	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29150	Q09161	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29152	P68371	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29157	P22626	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29173	P00519	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29174	Q8NHZ8	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29179	P54253	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29181	Q5JTW2	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29189	P54259	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29190	P42568	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29193	Q969U6	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29201	Q96SN8	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29206	Q15361	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29211	P35637	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29214	O15519	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29225	Q99933	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29231	Q9BQ51	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29239	O43172	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29243	P46531	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29244	Q99436	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29252	Q9NZZ3	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29284	Q15124	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29303	P07711	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29315	Q9NZQ7	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29319	Q13635	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29328	Q6UWE0	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29337	O60911	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29362	Q9Y6N6	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29370	Q16401	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29379	Q12926	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29395	O95786	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29439	O75935	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29458	Q712K3	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29502	P36897	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29530	P28289	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29539	Q9UK96	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29573	Q14142	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29580	O43805	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29621	Q99962	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29630	Q2TAY7	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29634	Q9BSL1	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29643	P98155	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29678	Q9NWX5	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29680	Q8N5I2	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29703	Q02410	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29721	Q05193	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29763	P11021	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29768	Q9BRT8	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29788	Q9UKT8	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29791	Q8IUQ4	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29796	O60260	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29815	P05067	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29826	Q9UHD9	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29834	Q96B02	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29840	Q71U36	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29849	Q12840	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29855	P0CG47	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29858	Q9NV58	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29861	Q9UK41	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29867	P07339	1289	neurodegenerative disease	A central nervous system disease that results in the progressive deterioration of function or structure of neurons.
29869	Q8N0X7	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29875	P07437	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29876	Q96TA2	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29878	P68366	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29884	Q9NZ09	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29887	P68371	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29890	Q9HCK8	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29933	Q71U36	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29935	P04350	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29937	Q12840	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29938	P62491	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29946	Q9UK41	2476	hereditary spastic paraplegia	A paraplegia that is characterized by progressive stiffness and contraction (spasticity) in the lower limbs.
29950	P35222	3571	liver cancer	A hepatobiliary system cancer that is located_in the liver.
29953	Q8TEW0	3571	liver cancer	A hepatobiliary system cancer that is located_in the liver.
29963	Q15019	3571	liver cancer	A hepatobiliary system cancer that is located_in the liver.
29964	Q86TU7	3571	liver cancer	A hepatobiliary system cancer that is located_in the liver.
29972	O15519	3571	liver cancer	A hepatobiliary system cancer that is located_in the liver.
29999	O14818	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30000	P46934	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30002	P36873	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30009	Q92769	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30013	Q13547	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30018	P62140	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30027	Q7KZ85	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30030	O15047	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30032	P62136	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30037	Q9UBL3	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30057	Q16774	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30064	Q96J02	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30068	P61964	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30071	P00973	8566	herpes simplex	A viral infectious disease that results_in_formation_of lesions, located_in mouth, located_in face, located_in genitalia, or located_in hands, has_material_basis_in Human herpesvirus 1 or has_material_basis_in Human herpesvirus 2, which are transmitted_by direct contact with an active lesion or body fluid of an infected person.
30084	P16070	3069	astrocytoma	A malignant glioma that is has_material_basis_in astrocyte cells, a type of star-shaped glial cell, located in the brain and spinal cord.
30091	P05556	3069	astrocytoma	A malignant glioma that is has_material_basis_in astrocyte cells, a type of star-shaped glial cell, located in the brain and spinal cord.
30101	Q05397	3069	astrocytoma	A malignant glioma that is has_material_basis_in astrocyte cells, a type of star-shaped glial cell, located in the brain and spinal cord.
30104	O95198	3069	astrocytoma	A malignant glioma that is has_material_basis_in astrocyte cells, a type of star-shaped glial cell, located in the brain and spinal cord.
30119	P02511	3069	astrocytoma	A malignant glioma that is has_material_basis_in astrocyte cells, a type of star-shaped glial cell, located in the brain and spinal cord.
30122	P04637	3069	astrocytoma	A malignant glioma that is has_material_basis_in astrocyte cells, a type of star-shaped glial cell, located in the brain and spinal cord.
30123	P04233	3069	astrocytoma	A malignant glioma that is has_material_basis_in astrocyte cells, a type of star-shaped glial cell, located in the brain and spinal cord.
30137	P02795	3069	astrocytoma	A malignant glioma that is has_material_basis_in astrocyte cells, a type of star-shaped glial cell, located in the brain and spinal cord.
30164	O15350	3181	oligodendroglioma	
30165	Q9Y6Y1	3181	oligodendroglioma	
30174	P63104	10933	obsessive-compulsive disorder	An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions).
30175	P31946	10933	obsessive-compulsive disorder	An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions).
30177	Q9C0A6	10933	obsessive-compulsive disorder	An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions).
30178	P31947	10933	obsessive-compulsive disorder	An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions).
30179	P62258	10933	obsessive-compulsive disorder	An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions).
30180	P61981	10933	obsessive-compulsive disorder	An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions).
30184	Q04917	10933	obsessive-compulsive disorder	An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions).
30185	P27348	10933	obsessive-compulsive disorder	An anxiety disorder that involves unwanted and repeated thoughts, feelings, ideas, sensations (obsessions), or behaviors that make them feel driven to do something (compulsions).
30225	Q9UBK2	3650	lactic acidosis	A metabolic acidosis characterized by buildup of lactate.
30240	Q9UKA2	3650	lactic acidosis	A metabolic acidosis characterized by buildup of lactate.
30259	O43819	3650	lactic acidosis	A metabolic acidosis characterized by buildup of lactate.
30287	P07900	3852	Peutz-Jeghers syndrome	
30288	P35221	3852	Peutz-Jeghers syndrome	
30291	Q13625	3852	Peutz-Jeghers syndrome	
30293	Q9UK97	3852	Peutz-Jeghers syndrome	
30301	Q12846	3852	Peutz-Jeghers syndrome	
30306	O75400	3852	Peutz-Jeghers syndrome	
30317	P52756	3852	Peutz-Jeghers syndrome	
30326	Q15696	3852	Peutz-Jeghers syndrome	
30330	Q9NVW2	3852	Peutz-Jeghers syndrome	
30333	Q06330	3852	Peutz-Jeghers syndrome	
30339	Q05086	3852	Peutz-Jeghers syndrome	
30342	P02511	3852	Peutz-Jeghers syndrome	
30350	Q9Y592	3852	Peutz-Jeghers syndrome	
30352	P04637	3852	Peutz-Jeghers syndrome	
30353	P60484	3852	Peutz-Jeghers syndrome	
30368	Q9UKA2	890	mitochondrial encephalomyopathy	
30379	Q9UGL1	543	dystonia	
30380	P42858	543	dystonia	
30391	Q9GZZ9	543	dystonia	
30401	Q13501	543	dystonia	
30422	Q4FZB7	543	dystonia	
30425	O43556	543	dystonia	
30427	P60709	543	dystonia	
30429	O60260	543	dystonia	
30432	Q07866	543	dystonia	
30446	O14964	543	dystonia	
30456	Q92905	543	dystonia	
30464	O43819	543	dystonia	
30474	P04350	543	dystonia	
30491	O15379	3892	insulinoma	A pancreatic cystadenoma that is characterized by the overproduction of insulin.
30493	Q13547	3892	insulinoma	A pancreatic cystadenoma that is characterized by the overproduction of insulin.
30497	Q13425	3892	insulinoma	A pancreatic cystadenoma that is characterized by the overproduction of insulin.
30521	P24385	3892	insulinoma	A pancreatic cystadenoma that is characterized by the overproduction of insulin.
30528	P01308	3892	insulinoma	A pancreatic cystadenoma that is characterized by the overproduction of insulin.
30550	O43290	4481	allergic rhinitis	A rhinitis that is an allergic inflammation and irritation of the nasal airways involving sneezing, runny nose, nasal congestion, itching and tearing of the eyes caused by exposure to an allergen such as pollen, dust, mold, animal dander and droppings of cockroaches or house dust mites.
30567	Q9HC29	2723	dermatitis	A skin disease characterized by itchy, erythematous, vesicular, weeping and crusting patches of skin.
30575	Q9HC77	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30576	Q9UNE7	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30581	P07948	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30588	O95817	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30592	Q9NQ29	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30595	O43290	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30596	Q96K83	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30600	Q86SQ7	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30605	O15169	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30607	P49407	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30625	Q8N461	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30632	Q8IXI1	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30635	Q9H9P5	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30671	Q05513	2841	asthma	A bronchial disease that is characterized by chronic inflammation and narrowing of the airways, which is caused by a combination of environmental and genetic factors. The disease has_symptom recurring periods of wheezing (a whistling sound while breathing), has_symptom chest tightness, has_symptom shortness of breath, has_symptom mucus production and has_symptom coughing. The symptoms appear due to a variety of triggers such as allergens, irritants, respiratory infections, weather changes, exercise, stress, reflux disease, medications, foods and emotional anxiety.
30742	Q13326	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30746	Q8WZ42	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30761	O95757	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30764	P42858	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30768	Q8TBB1	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30779	Q13409	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30781	P61073	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30789	Q92870	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30816	P16383	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30830	Q96PY5	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30834	Q7Z460	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30868	O95817	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30874	Q9Y2U5	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30875	Q6UN15	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30880	Q14203	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30882	P11532	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30884	Q14315	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30893	Q86XK2	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30903	Q02224	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30910	P62140	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30932	O75533	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30938	O94979	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30945	Q13427	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30946	P68366	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30947	Q99460	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30949	A0AVT1	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30958	O95487	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30962	O75400	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30964	O95630	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30971	Q13049	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30981	Q13501	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30983	Q96CV9	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30985	Q15019	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30991	Q9C0J8	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30994	O14980	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
30999	Q14669	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31014	Q9P2P5	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31019	Q53GS9	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31030	Q16629	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31034	Q8WVK2	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31036	P23497	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31040	P51991	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31042	Q70CQ2	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31043	Q8WU90	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31049	Q14103	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31085	Q66GS9	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31090	Q8TCU4	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
31093	Q9UKF6	9884	muscular dystrophy	A myopathy is characterized by progressive skeletal muscle weakness degeneration.
