	entry_ac	go_id	go_descr	architecture
779	P01906	0071556	integral component of lumenal side of endoplasmic reticulum membrane	PF00373;PF00595
780	P01906	0005887	integral component of plasma membrane	PF00373;PF00595
781	P01906	0005765	lysosomal membrane	PF00373;PF00595
782	P01906	0042613	MHC class II protein complex	PF00373;PF00595
783	P01906	0005886	plasma membrane	PF00373;PF00595
784	P01906	0032588	trans-Golgi network membrane	PF00373;PF00595
785	P01906	0030658	transport vesicle membrane	PF00373;PF00595
786	P01906	0032395	MHC class II receptor activity	PF00373;PF00595
787	P01906	0002250	adaptive immune response	PF00373;PF00595
788	P01906	0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	PF00373;PF00595
789	P01906	0006955	immune response	PF00373;PF00595
790	P01906	0060333	interferon-gamma-mediated signaling pathway	PF00373;PF00595
791	P01906	0050852	T cell receptor signaling pathway	PF00373;PF00595
792	Q8WYQ5	0005737	cytoplasm	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
793	Q8WYQ5	0070877	microprocessor complex	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
794	Q8WYQ5	0005730	nucleolus	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
795	Q8WYQ5	0005654	nucleoplasm	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
796	Q8WYQ5	0005634	nucleus	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
797	Q8WYQ5	0003725	double-stranded RNA binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
798	Q8WYQ5	0020037	heme binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
799	Q8WYQ5	0042802	identical protein binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
800	Q8WYQ5	0046872	metal ion binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
801	Q8WYQ5	0070878	primary miRNA binding	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
802	Q8WYQ5	0042803	protein homodimerization activity	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
803	Q8WYQ5	0010586	miRNA metabolic process	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
804	Q8WYQ5	0031053	primary miRNA processing	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
805	Q8WYQ5	0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	PF00307;PF00397;PF00435;PF00569;PF09068;PF09069
806	Q14CM0	0030054	cell junction	PF00002;PF00354;PF01825
807	Q14CM0	0005856	cytoskeleton	PF00002;PF00354;PF01825
808	Q14CM0	0043197	dendritic spine	PF00002;PF00354;PF01825
809	Q14CM0	0098978	glutamatergic synapse	PF00002;PF00354;PF01825
810	Q14CM0	0014069	postsynaptic density	PF00002;PF00354;PF01825
811	Q14CM0	0032991	protein-containing complex	PF00002;PF00354;PF01825
812	Q14CM0	0005546	phosphatidylinositol-4,5-bisphosphate binding	PF00002;PF00354;PF01825
813	Q14CM0	0051835	positive regulation of synapse structural plasticity	PF00002;PF00354;PF01825
814	Q14CM0	0098974	postsynaptic actin cytoskeleton organization	PF00002;PF00354;PF01825
815	P11532	0005623	cell	PF00397;PF00611;PF14604
816	P11532	0009986	cell surface	PF00397;PF00611;PF14604
817	P11532	0030055	cell-substrate junction	PF00397;PF00611;PF14604
818	P11532	0043034	costamere	PF00397;PF00611;PF14604
819	P11532	0005856	cytoskeleton	PF00397;PF00611;PF14604
820	P11532	0005829	cytosol	PF00397;PF00611;PF14604
821	P11532	0016010	dystrophin-associated glycoprotein complex	PF00397;PF00611;PF14604
822	P11532	0030175	filopodium	PF00397;PF00611;PF14604
823	P11532	0031527	filopodium membrane	PF00397;PF00611;PF14604
824	P11532	0045121	membrane raft	PF00397;PF00611;PF14604
825	P11532	0044306	neuron projection terminus	PF00397;PF00611;PF14604
826	P11532	0005634	nucleus	PF00397;PF00611;PF14604
827	P11532	0005886	plasma membrane	PF00397;PF00611;PF14604
828	P11532	0045211	postsynaptic membrane	PF00397;PF00611;PF14604
829	P11532	0032991	protein-containing complex	PF00397;PF00611;PF14604
830	P11532	0042383	sarcolemma	PF00397;PF00611;PF14604
831	P11532	0045202	synapse	PF00397;PF00611;PF14604
832	P11532	0016013	syntrophin complex	PF00397;PF00611;PF14604
833	P11532	0030018	Z disc	PF00397;PF00611;PF14604
834	P11532	0003779	actin binding	PF00397;PF00611;PF14604
835	P11532	0002162	dystroglycan binding	PF00397;PF00611;PF14604
836	P11532	0017022	myosin binding	PF00397;PF00611;PF14604
837	P11532	0050998	nitric-oxide synthase binding	PF00397;PF00611;PF14604
838	P11532	0005200	structural constituent of cytoskeleton	PF00397;PF00611;PF14604
839	P11532	0008307	structural constituent of muscle	PF00397;PF00611;PF14604
840	P11532	0017166	vinculin binding	PF00397;PF00611;PF14604
841	P11532	0008270	zinc ion binding	PF00397;PF00611;PF14604
842	P11532	0086001	cardiac muscle cell action potential	PF00397;PF00611;PF14604
843	P11532	0060048	cardiac muscle contraction	PF00397;PF00611;PF14604
844	P11532	0034613	cellular protein localization	PF00397;PF00611;PF14604
845	P11532	0034622	cellular protein-containing complex assembly	PF00397;PF00611;PF14604
846	P11532	0044458	motile cilium assembly	PF00397;PF00611;PF14604
847	P11532	0046716	muscle cell cellular homeostasis	PF00397;PF00611;PF14604
848	P11532	0048747	muscle fiber development	PF00397;PF00611;PF14604
849	P11532	0030049	muscle filament sliding	PF00397;PF00611;PF14604
850	P11532	0007517	muscle organ development	PF00397;PF00611;PF14604
851	P11532	1902083	negative regulation of peptidyl-cysteine S-nitrosylation	PF00397;PF00611;PF14604
852	P11532	0033137	negative regulation of peptidyl-serine phosphorylation	PF00397;PF00611;PF14604
853	P11532	0043043	peptide biosynthetic process	PF00397;PF00611;PF14604
854	P11532	0045666	positive regulation of neuron differentiation	PF00397;PF00611;PF14604
855	P11532	0010976	positive regulation of neuron projection development	PF00397;PF00611;PF14604
856	P11532	2000651	positive regulation of sodium ion transmembrane transporter activity	PF00397;PF00611;PF14604
857	P11532	0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	PF00397;PF00611;PF14604
858	P11532	0090287	regulation of cellular response to growth factor stimulus	PF00397;PF00611;PF14604
859	P11532	0002027	regulation of heart rate	PF00397;PF00611;PF14604
860	P11532	0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	PF00397;PF00611;PF14604
861	P11532	0060314	regulation of ryanodine-sensitive calcium-release channel activity	PF00397;PF00611;PF14604
862	P11532	0014819	regulation of skeletal muscle contraction	PF00397;PF00611;PF14604
863	P11532	0014809	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion	PF00397;PF00611;PF14604
864	P11532	1901385	regulation of voltage-gated calcium channel activity	PF00397;PF00611;PF14604
865	P11532	0035994	response to muscle stretch	PF00397;PF00611;PF14604
866	Q8IZF6	0016021	integral component of membrane	PF00397;PF02179
867	Q8IZF6	0005887	integral component of plasma membrane	PF00397;PF02179
868	Q8IZF6	0004930	G protein-coupled receptor activity	PF00397;PF02179
869	Q8IZF6	0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	PF00397;PF02179
870	Q8IZF6	0007166	cell surface receptor signaling pathway	PF00397;PF02179
871	Q8IZF6	0007186	G protein-coupled receptor signaling pathway	PF00397;PF02179
872	O60861	0005737	cytoplasm	PF00397;PF00595;PF00625
873	O60861	0005856	cytoskeleton	PF00397;PF00595;PF00625
874	O60861	0005886	plasma membrane	PF00397;PF00595;PF00625
875	O60861	0008092	cytoskeletal protein binding	PF00397;PF00595;PF00625
876	O60861	0003700	DNA-binding transcription factor activity	PF00397;PF00595;PF00625
877	O60861	0007050	cell cycle arrest	PF00397;PF00595;PF00625
878	O60861	0030182	neuron differentiation	PF00397;PF00595;PF00625
879	O60861	0048812	neuron projection morphogenesis	PF00397;PF00595;PF00625
880	O95817	0016235	aggresome	PF00397;PF00640
881	O95817	0005623	cell	PF00397;PF00640
882	O95817	0101031	chaperone complex	PF00397;PF00640
883	O95817	0005737	cytoplasm	PF00397;PF00640
884	O95817	0005829	cytosol	PF00397;PF00640
885	O95817	0043005	neuron projection	PF00397;PF00640
886	O95817	0005634	nucleus	PF00397;PF00640
887	O95817	0005886	plasma membrane	PF00397;PF00640
888	O95817	0001725	stress fiber	PF00397;PF00640
889	O95817	0030018	Z disc	PF00397;PF00640
890	O95817	0000774	adenyl-nucleotide exchange factor activity	PF00397;PF00640
891	O95817	0045296	cadherin binding	PF00397;PF00640
892	O95817	0051087	chaperone binding	PF00397;PF00640
893	O95817	0045505	dynein intermediate chain binding	PF00397;PF00640
894	O95817	0044877	protein-containing complex binding	PF00397;PF00640
895	O95817	0070842	aggresome assembly	PF00397;PF00640
896	O95817	0000045	autophagosome assembly	PF00397;PF00640
897	O95817	0007420	brain development	PF00397;PF00640
898	O95817	0034605	cellular response to heat	PF00397;PF00640
899	O95817	0071260	cellular response to mechanical stimulus	PF00397;PF00640
900	O95817	0034620	cellular response to unfolded protein	PF00397;PF00640
901	O95817	0061684	chaperone-mediated autophagy	PF00397;PF00640
902	O95817	0072321	chaperone-mediated protein transport	PF00397;PF00640
903	O95817	0097192	extrinsic apoptotic signaling pathway in absence of ligand	PF00397;PF00640
904	O95817	0008625	extrinsic apoptotic signaling pathway via death domain receptors	PF00397;PF00640
905	O95817	0046716	muscle cell cellular homeostasis	PF00397;PF00640
906	O95817	0043066	negative regulation of apoptotic process	PF00397;PF00640
907	O95817	1903215	negative regulation of protein targeting to mitochondrion	PF00397;PF00640
908	O95817	0010664	negative regulation of striated muscle cell apoptotic process	PF00397;PF00640
909	O95817	0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	PF00397;PF00640
910	O95817	1905337	positive regulation of aggrephagy	PF00397;PF00640
911	O95817	0046827	positive regulation of protein export from nucleus	PF00397;PF00640
912	O95817	0042307	positive regulation of protein import into nucleus	PF00397;PF00640
913	O95817	0006457	protein folding	PF00397;PF00640
914	O95817	0050821	protein stabilization	PF00397;PF00640
915	O95817	0098840	protein transport along microtubule	PF00397;PF00640
916	O95817	1900034	regulation of cellular response to heat	PF00397;PF00640
917	O95817	0021510	spinal cord development	PF00397;PF00640
918	Q96QZ7	0005912	adherens junction	PF00168;PF00397;PF00632
919	Q96QZ7	0005923	bicellular tight junction	PF00168;PF00397;PF00632
920	Q96QZ7	0030054	cell junction	PF00168;PF00397;PF00632
921	Q96QZ7	0071944	cell periphery	PF00168;PF00397;PF00632
922	Q96QZ7	0042995	cell projection	PF00168;PF00397;PF00632
923	Q96QZ7	0005911	cell-cell junction	PF00168;PF00397;PF00632
924	Q96QZ7	0005737	cytoplasm	PF00168;PF00397;PF00632
925	Q96QZ7	0005730	nucleolus	PF00168;PF00397;PF00632
926	Q96QZ7	0005654	nucleoplasm	PF00168;PF00397;PF00632
927	Q96QZ7	0005886	plasma membrane	PF00168;PF00397;PF00632
928	Q96QZ7	0051393	alpha-actinin binding	PF00168;PF00397;PF00632
929	Q96QZ7	0005524	ATP binding	PF00168;PF00397;PF00632
930	Q96QZ7	0060090	molecular adaptor activity	PF00168;PF00397;PF00632
931	Q96QZ7	0008022	protein C-terminus binding	PF00168;PF00397;PF00632
932	Q96QZ7	0007155	cell adhesion	PF00168;PF00397;PF00632
933	Q96QZ7	0007166	cell surface receptor signaling pathway	PF00168;PF00397;PF00632
934	Q96QZ7	0022409	positive regulation of cell-cell adhesion	PF00168;PF00397;PF00632
935	Q96QZ7	0065003	protein-containing complex assembly	PF00168;PF00397;PF00632
936	Q96QZ7	0007165	signal transduction	PF00168;PF00397;PF00632
937	O00213	0005737	cytoplasm	PF00640
938	O00213	0043197	dendritic spine	PF00640
939	O00213	0005783	endoplasmic reticulum	PF00640
940	O00213	0030426	growth cone	PF00640
941	O00213	1990812	growth cone filopodium	PF00640
942	O00213	1990761	growth cone lamellipodium	PF00640
943	O00213	0030027	lamellipodium	PF00640
944	O00213	0044304	main axon	PF00640
945	O00213	0043025	neuronal cell body	PF00640
946	O00213	0016607	nuclear speck	PF00640
947	O00213	0005654	nucleoplasm	PF00640
948	O00213	0005634	nucleus	PF00640
949	O00213	0048471	perinuclear region of cytoplasm	PF00640
950	O00213	0005886	plasma membrane	PF00640
951	O00213	0045211	postsynaptic membrane	PF00640
952	O00213	0042734	presynaptic membrane	PF00640
953	O00213	0032991	protein-containing complex	PF00640
954	O00213	0045202	synapse	PF00640
955	O00213	0001540	amyloid-beta binding	PF00640
956	O00213	0003682	chromatin binding	PF00640
957	O00213	0042393	histone binding	PF00640
958	O00213	0070064	proline-rich region binding	PF00640
959	O00213	0044877	protein-containing complex binding	PF00640
960	O00213	0048156	tau protein binding	PF00640
961	O00213	0008134	transcription factor binding	PF00640
962	O00213	0031625	ubiquitin protein ligase binding	PF00640
963	O00213	0006915	apoptotic process	PF00640
964	O00213	0007409	axonogenesis	PF00640
965	O00213	0007050	cell cycle arrest	PF00640
966	O00213	0006974	cellular response to DNA damage stimulus	PF00640
967	O00213	0006302	double-strand break repair	PF00640
968	O00213	0043967	histone H4 acetylation	PF00640
969	O00213	0030308	negative regulation of cell growth	PF00640
970	O00213	0050760	negative regulation of thymidylate synthase biosynthetic process	PF00640
971	O00213	0000122	negative regulation of transcription by RNA polymerase II	PF00640
972	O00213	0043065	positive regulation of apoptotic process	PF00640
973	O00213	0045739	positive regulation of DNA repair	PF00640
974	O00213	0010976	positive regulation of neuron projection development	PF00640
975	O00213	0050714	positive regulation of protein secretion	PF00640
976	O00213	0045944	positive regulation of transcription by RNA polymerase II	PF00640
977	O00213	0045893	positive regulation of transcription, DNA-templated	PF00640
978	O00213	0006355	regulation of transcription, DNA-templated	PF00640
979	O00213	0010039	response to iron ion	PF00640
980	O00213	0007165	signal transduction	PF00640
981	Q96J02	0005737	cytoplasm	PF00397;PF00640
982	Q96J02	0005829	cytosol	PF00397;PF00640
983	Q96J02	0031901	early endosome membrane	PF00397;PF00640
984	Q96J02	0070062	extracellular exosome	PF00397;PF00640
985	Q96J02	0043231	intracellular membrane-bounded organelle	PF00397;PF00640
986	Q96J02	0016020	membrane	PF00397;PF00640
987	Q96J02	0005654	nucleoplasm	PF00397;PF00640
988	Q96J02	0005886	plasma membrane	PF00397;PF00640
989	Q96J02	0032991	protein-containing complex	PF00397;PF00640
990	Q96J02	1990763	arrestin family protein binding	PF00397;PF00640
991	Q96J02	0045236	CXCR chemokine receptor binding	PF00397;PF00640
992	Q96J02	0043021	ribonucleoprotein complex binding	PF00397;PF00640
993	Q96J02	0061630	ubiquitin protein ligase activity	PF00397;PF00640
994	Q96J02	0044389	ubiquitin-like protein ligase binding	PF00397;PF00640
995	Q96J02	0004842	ubiquitin-protein transferase activity	PF00397;PF00640
996	Q96J02	0006915	apoptotic process	PF00397;PF00640
997	Q96J02	0051607	defense response to virus	PF00397;PF00640
998	Q96J02	0006954	inflammatory response	PF00397;PF00640
999	Q96J02	0045087	innate immune response	PF00397;PF00640
1000	Q96J02	0043066	negative regulation of apoptotic process	PF00397;PF00640
1001	Q96J02	0050687	negative regulation of defense response to virus	PF00397;PF00640
1002	Q96J02	0046329	negative regulation of JNK cascade	PF00397;PF00640
1003	Q96J02	0032088	negative regulation of NF-kappaB transcription factor activity	PF00397;PF00640
1004	Q96J02	0032480	negative regulation of type I interferon production	PF00397;PF00640
1005	Q96J02	0007219	Notch signaling pathway	PF00397;PF00640
1006	Q96J02	0070423	nucleotide-binding oligomerization domain containing signaling pathway	PF00397;PF00640
1007	Q96J02	0045732	positive regulation of protein catabolic process	PF00397;PF00640
1008	Q96J02	2000646	positive regulation of receptor catabolic process	PF00397;PF00640
1009	Q96J02	0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	PF00397;PF00640
1010	Q96J02	0051865	protein autoubiquitination	PF00397;PF00640
1011	Q96J02	0035519	protein K29-linked ubiquitination	PF00397;PF00640
1012	Q96J02	0070936	protein K48-linked ubiquitination	PF00397;PF00640
1013	Q96J02	0070534	protein K63-linked ubiquitination	PF00397;PF00640
1014	Q96J02	0000209	protein polyubiquitination	PF00397;PF00640
1015	Q96J02	0016567	protein ubiquitination	PF00397;PF00640
1016	Q96J02	0001558	regulation of cell growth	PF00397;PF00640
1017	Q96J02	1902036	regulation of hematopoietic stem cell differentiation	PF00397;PF00640
1018	Q96J02	0090085	regulation of protein deubiquitination	PF00397;PF00640
1019	Q96J02	0006511	ubiquitin-dependent protein catabolic process	PF00397;PF00640
1020	Q96J02	0046718	viral entry into host cell	PF00397;PF00640
1021	O95704	0015629	actin cytoskeleton	PF00397;PF00435;PF00569;PF09068;PF09069
1022	O95704	0005737	cytoplasm	PF00397;PF00435;PF00569;PF09068;PF09069
1023	O95704	0005829	cytosol	PF00397;PF00435;PF00569;PF09068;PF09069
1024	O95704	0005634	nucleus	PF00397;PF00435;PF00569;PF09068;PF09069
1025	O95704	0001540	amyloid-beta binding	PF00397;PF00435;PF00569;PF09068;PF09069
1026	O95704	0008134	transcription factor binding	PF00397;PF00435;PF00569;PF09068;PF09069
1027	O95704	0006355	regulation of transcription, DNA-templated	PF00397;PF00435;PF00569;PF09068;PF09069
